region	country	division	location
North America	USA	Texas	Bee County
North America	USA	Texas	Bell County
North America	USA	Texas	Bell County TX
North America	USA	Texas	Belton
North America	USA	Texas	Bexar County
North America	USA	Texas	Bowie County
North America	USA	Texas	Brazoria County
North America	USA	Texas	Brazos County
North America	USA	Texas	Brewster County
North America	USA	Texas	Brown County TX
North America	USA	Texas	Burleson
North America	USA	Texas	Burleson County
North America	USA	Texas	Calcasieu County
North America	USA	Texas	Caldwell
North America	USA	Texas	Caldwell County
North America	USA	Texas	Calhoun County
North America	USA	Texas	Calhoun County TX
North America	USA	Texas	Cameron County
North America	USA	Texas	Camp County
North America	USA	Texas	Cass County
North America	USA	Texas	Cass County TX
North America	USA	Texas	Castro County
North America	USA	Texas	Cedar Park
North America	USA	Texas	Cherokee
North America	USA	Texas	Clark
North America	USA	Texas	College Station
North America	USA	Texas	Collin County
North America	USA	Texas	Colorado County
North America	USA	Texas	Colorado County TX
North America	USA	Texas	Comal County
North America	USA	Texas	Comanche County
North America	USA	Texas	Cooke
North America	USA	Texas	Cooke County
North America	USA	Texas	Copperas Cove
North America	USA	Texas	Crosby
North America	USA	Texas	Crosby County
North America	USA	Texas	Dallas County TX
North America	USA	Texas	Dawson
North America	USA	Texas	Deaf Smith County
North America	USA	Texas	Denton County
North America	USA	Texas	Ector County
North America	USA	Texas	El Paso County
North America	USA	Texas	Ellis County
North America	USA	Texas	Falls County
North America	USA	Texas	Fannin County TX
North America	USA	Texas	Fayette County TX
North America	USA	Texas	Fort Bend County
North America	USA	Texas	Freestone County
North America	USA	Texas	Frisco
North America	USA	Texas	Galveston County
North America	USA	Texas	Gatesville
North America	USA	Texas	Georgetown
North America	USA	Texas	Georgetown TX
North America	USA	Texas	Giddings
North America	USA	Texas	Gonzales County
North America	USA	Texas	Gray County
North America	USA	Texas	Grayson County TX
North America	USA	Texas	Greater Houston Area
North America	USA	Texas	Gregg County
North America	USA	Texas	Grimes County
North America	USA	Texas	Guadalupe County
North America	USA	Texas	Harris County
North America	USA	Texas	Harrison County
North America	USA	Texas	Hays County
North America	USA	Texas	Hearne
North America	USA	Texas	Hewitt
North America	USA	Texas	Hidalgo County
North America	USA	Texas	Hill County
North America	USA	Texas	Hockley County
North America	USA	Texas	Hood County
North America	USA	Texas	Houston
North America	USA	Texas	Hunt County
North America	USA	Texas	Jackson
North America	USA	Texas	Jasper County
North America	USA	Texas	Jefferson County TX
North America	USA	Texas	Jim Hogg County
North America	USA	Texas	Jim Wells County
North America	USA	Texas	Johnson County TX
North America	USA	Texas	Karnes County
North America	USA	Texas	Kaufman County
North America	USA	Texas	Kendall County TX
North America	USA	Texas	Kerr County
North America	USA	Texas	Killeen
North America	USA	Texas	Kleberg County
North America	USA	Texas	Knox County TX
North America	USA	Texas	Lamar County
North America	USA	Texas	Lamb County
North America	USA	Texas	Lavaca County
North America	USA	Texas	Lee County TX
North America	USA	Texas	Leon County
North America	USA	Texas	Limestone County
North America	USA	Texas	Limestone County TX
North America	USA	Texas	Little River Academy
North America	USA	Texas	Live Oak County
North America	USA	Texas	Llano County
North America	USA	Texas	Lometa
North America	USA	Texas	Lorena TX
North America	USA	Texas	Lubbock County
North America	USA	Texas	Madison County TX
North America	USA	Texas	Marlin
North America	USA	Texas	Mart
North America	USA	Texas	McCulloch County
North America	USA	Texas	Mclennan County
North America	USA	Texas	Medina County TX
North America	USA	Texas	Midland County TX
North America	USA	Texas	Milam County
North America	USA	Texas	Montague County
North America	USA	Texas	Montgomery County TX
North America	USA	Texas	Moody
North America	USA	Texas	Morris County TX
North America	USA	Texas	Nacogdoches County
North America	USA	Texas	Nueces County
North America	USA	Texas	Ochiltree County
North America	USA	Texas	Oldham County
North America	USA	Texas	Orange County TX
North America	USA	Texas	Panola County
North America	USA	Texas	Parker County
North America	USA	Texas	Parmer County
North America	USA	Texas	Pecos
North America	USA	Texas	Pecos County
North America	USA	Texas	Polk County TX
North America	USA	Texas	Potter County TX
North America	USA	Texas	Presidio County
North America	USA	Texas	Reagan County TX
North America	USA	Texas	Red River County
North America	USA	Texas	Robertson County
North America	USA	Texas	Rockwall County
North America	USA	Texas	Rogers
North America	USA	Texas	Rosebud
North America	USA	Texas	Round Rock
North America	USA	Texas	Runnels County TX
North America	USA	Texas	Rusk
North America	USA	Texas	Rusk County
North America	USA	Texas	San Jacinto County
North America	USA	Texas	San Patricio County
North America	USA	Texas	San Saba County
North America	USA	Texas	Smith County
North America	USA	Texas	Starr County
North America	USA	Texas	Swisher County
North America	USA	Texas	Tarrant County
North America	USA	Texas	Taylor
North America	USA	Texas	Taylor County TX
North America	USA	Texas	Temple
North America	USA	Texas	Terry County
North America	USA	Texas	Titus County
North America	USA	Texas	Tom Green County
North America	USA	Texas	Travis County
North America	USA	Texas	Trinity County
North America	USA	Texas	Upshur County
North America	USA	Texas	Val Verde County
North America	USA	Texas	Van Zandt County
North America	USA	Texas	Victoria County
North America	USA	Texas	Waco
North America	USA	Texas	Walker County TX
North America	USA	Texas	Waller County
North America	USA	Texas	Walton
North America	USA	Texas	Washington County TX
North America	USA	Texas	Webb County
North America	USA	Texas	Wharton County
North America	USA	Texas	Wheeler County
North America	USA	Texas	Wichita County
North America	USA	Texas	Willacy County
North America	USA	Texas	Williamson County
North America	USA	Texas	Williamson County TX
North America	USA	Texas	Wilson County
North America	USA	Texas	Wise County
North America	USA	Texas	Wood County TX
North America	USA	Texas	Zapata County
North America	USA	USA	
North America	USA	Utah	
North America	USA	Utah	Utah County
North America	USA	Vermont	
North America	USA	Virgin Islands	
North America	USA	Virginia	
North America	USA	Virginia	Alexandria
North America	USA	Virginia	Frederick County
North America	USA	Wake Island	
North America	USA	Washington	
North America	USA	Washington	Adams County WA
North America	USA	Washington	Asotin County
North America	USA	Washington	Benton County
North America	USA	Washington	Benton County WA
North America	USA	Washington	Chelan County
North America	USA	Washington	Clallam County
North America	USA	Washington	Clark County WA
North America	USA	Washington	Cowlitz County
North America	USA	Washington	Douglas County WA
North America	USA	Washington	Franklin County WA
North America	USA	Washington	Grant County WA
North America	USA	Washington	Grays Harbor County
North America	USA	Washington	Island County
North America	USA	Washington	Jefferson County WA
North America	USA	Washington	King County
North America	USA	Washington	Kirkland
North America	USA	Washington	Kitsap County
North America	USA	Washington	Kittitas County
North America	USA	Washington	Klickitat County
North America	USA	Washington	Lewis County WA
North America	USA	Washington	Lincoln County WA
North America	USA	Washington	Mason County
North America	USA	Washington	Mason County WA
North America	USA	Washington	Mercer Island
North America	USA	Washington	Pacific County
North America	USA	Washington	Pierce County WA
North America	USA	Washington	San Juan County
North America	USA	Washington	Seattle
North America	USA	Washington	Skagit County
North America	USA	Washington	Snohomish County
North America	USA	Washington	Spokane County
North America	USA	Washington	Stevens County
North America	USA	Washington	Tacoma
North America	USA	Washington	Thurston County
North America	USA	Washington	Vancouver
North America	USA	Washington	Walla Walla County
North America	USA	Washington	Whatcom County
North America	USA	Washington	Yakima County
North America	USA	Washington DC	
North America	USA	Washington DC	District of Columbia County
North America	USA	West Virginia	
North America	USA	West Virginia	Kanawha
North America	USA	Wisconsin	
North America	USA	Wisconsin	Adams County WI
North America	USA	Wisconsin	Ashland County
North America	USA	Wisconsin	Barron County
North America	USA	Wisconsin	Bayfield County
North America	USA	Wisconsin	Brooklyn WI
North America	USA	Wisconsin	Brown County WI
North America	USA	Wisconsin	Buffalo County
North America	USA	Wisconsin	Burnett County
North America	USA	Wisconsin	Campbellsport
North America	USA	Wisconsin	Chippewa County WI
North America	USA	Wisconsin	Clark County WI
North America	USA	Wisconsin	Columbia County WI
North America	USA	Wisconsin	Columbus WI
North America	USA	Wisconsin	Crawford County
North America	USA	Wisconsin	Crawford County WI
North America	USA	Wisconsin	Dane County
North America	USA	Wisconsin	Dodge County
North America	USA	Wisconsin	Door County
North America	USA	Wisconsin	Douglas County WI
North America	USA	Wisconsin	Dunn County
North America	USA	Wisconsin	Eau Claire County
North America	USA	Wisconsin	Fond Du Lac County
North America	USA	Wisconsin	Grant County WI
North America	USA	Wisconsin	Green County
North America	USA	Wisconsin	Green Lake County
North America	USA	Wisconsin	Iowa County WI
North America	USA	Wisconsin	Iron County
North America	USA	Wisconsin	Jackson County WI
North America	USA	Wisconsin	Jefferson County WI
North America	USA	Wisconsin	Juneau County
North America	USA	Wisconsin	Kenosha County
North America	USA	Wisconsin	Kewaunee County
North America	USA	Wisconsin	La Crosse County
North America	USA	Wisconsin	Lafayette County
North America	USA	Wisconsin	Langlade County
North America	USA	Wisconsin	Lincoln County WI
North America	USA	Wisconsin	Manitowoc County
North America	USA	Wisconsin	Marathon County
North America	USA	Wisconsin	Marinette County
North America	USA	Wisconsin	Marquette County
North America	USA	Wisconsin	Menominee County
North America	USA	Wisconsin	Milwaukee County
North America	USA	Wisconsin	Monroe County
North America	USA	Wisconsin	Monroe County WI
North America	USA	Wisconsin	Oconto County
North America	USA	Wisconsin	Ogle County WI
North America	USA	Wisconsin	Oneida County WI
North America	USA	Wisconsin	Oregon WI
North America	USA	Wisconsin	Outagamie County
North America	USA	Wisconsin	Ozaukee County
North America	USA	Wisconsin	Pepin County
North America	USA	Wisconsin	Pierce County WI
North America	USA	Wisconsin	Polk County WI
North America	USA	Wisconsin	Port Washington
North America	USA	Wisconsin	Portage County
North America	USA	Wisconsin	Price County
North America	USA	Wisconsin	Racine County
North America	USA	Wisconsin	Richland County WI
North America	USA	Wisconsin	Rock County
North America	USA	Wisconsin	Saint Croix County
North America	USA	Wisconsin	Sauk County
North America	USA	Wisconsin	Sawyer County
North America	USA	Wisconsin	Shawano County
North America	USA	Wisconsin	Sheboygan County
North America	USA	Wisconsin	South Milwaukee
North America	USA	Wisconsin	Taylor County WI
North America	USA	Wisconsin	Thiensville
North America	USA	Wisconsin	Trempealeau County
North America	USA	Wisconsin	Vernon County
North America	USA	Wisconsin	Verona WI
North America	USA	Wisconsin	Vilas County
North America	USA	Wisconsin	Walworth County
North America	USA	Wisconsin	Washburn County
North America	USA	Wisconsin	Washington County WI
North America	USA	Wisconsin	Waukesha County
North America	USA	Wisconsin	Waupaca County
North America	USA	Wisconsin	Waupun
North America	USA	Wisconsin	Waushara County
North America	USA	Wisconsin	Whitefish Bay
North America	USA	Wisconsin	Winnebago County WI
North America	USA	Wisconsin	Wood County
North America	USA	Wisconsin	Wood County WI
North America	USA	Wyoming	
Oceania	Australia	Australia	
Oceania	Australia	Australian Capital Territory	
Oceania	Australia	New South Wales	
Oceania	Australia	New South Wales	Sydney
Oceania	Australia	New South Wales	Tweed Heads
Oceania	Australia	Northern Territory	
Oceania	Australia	Queensland	
Oceania	Australia	Queensland	Brisbane
Oceania	Australia	Queensland	Cairns
Oceania	Australia	Queensland	Gold Coast
Oceania	Australia	Queensland	Northern Queensland
Oceania	Australia	Queensland	Rockhampton
Oceania	Australia	Queensland	Southeast Queensland
Oceania	Australia	Queensland	Sunshine Coast
Oceania	Australia	South Australia	
Oceania	Australia	Tasmania	
Oceania	Australia	Victoria	
Oceania	Australia	Victoria	Clayton AU
Oceania	Australia	Victoria	Melbourne
Oceania	Australia	Western Australia	
Oceania	Australia	Western Australia	Perth
Oceania	French Polynesia	Windward Islands	
Oceania	French Polynesia	Windward Islands	Papeete
Oceania	Guam	Guam	
Oceania	New Zealand	Auckland	
Oceania	New Zealand	Auckland	Auckland
Oceania	New Zealand	Auckland	Counties Manukau
Oceania	New Zealand	Auckland	Waitemata
Oceania	New Zealand	Bay of Plenty	
Oceania	New Zealand	Canterbury	
Oceania	New Zealand	Counties Manukau	
Oceania	New Zealand	Hawkes Bay	
Oceania	New Zealand	Lakes	
Oceania	New Zealand	Midcentral	
Oceania	New Zealand	Nelson Marlborough	
Oceania	New Zealand	New Zealand	
Oceania	New Zealand	Northland	
Oceania	New Zealand	Otago	
Oceania	New Zealand	South Canterbury	
Oceania	New Zealand	Southern	
Oceania	New Zealand	Taranaki	
Oceania	New Zealand	Waikato	
Oceania	New Zealand	Wairarapa	
Oceania	New Zealand	Waitemata	
Oceania	New Zealand	Wellington	
Oceania	New Zealand	Wellington	Capital and Coast
Oceania	New Zealand	Wellington	Hutt Valley
Oceania	New Zealand	Whanganui	
Oceania	Papua New Guinea	East New Britain	
Oceania	Papua New Guinea	Papua New Guinea	
Oceania	Papua New Guinea	West New Britain	
South America	Argentina	Argentina	
South America	Argentina	Buenos Aires	
South America	Argentina	Buenos Aires	Almirante Brown
South America	Argentina	Buenos Aires	Avellaneda
South America	Argentina	Buenos Aires	Bahia Blanca
South America	Argentina	Buenos Aires	Berazategui
South America	Argentina	Buenos Aires	Berisso
South America	Argentina	Buenos Aires	Brandsen
South America	Argentina	Buenos Aires	Campana
South America	Argentina	Buenos Aires	Cañuelas
South America	Argentina	Buenos Aires	Esteban Echeverria
South America	Argentina	Buenos Aires	Ezeiza
South America	Argentina	Buenos Aires	Florencio Varela
South America	Argentina	Buenos Aires	General San Martin
South America	Argentina	Buenos Aires	Gral Rodriguez
South America	Argentina	Buenos Aires	Gregorio de Laferrere
South America	Argentina	Buenos Aires	Hurlingham
South America	Argentina	Buenos Aires	José C Paz
South America	Argentina	Buenos Aires	La Costa
South America	Argentina	Buenos Aires	La Matanza
South America	Argentina	Buenos Aires	La Plata
South America	Argentina	Buenos Aires	Lanús
South America	Argentina	Buenos Aires	Lomas de Zamora
South America	Argentina	Buenos Aires	Luján
South America	Argentina	Buenos Aires	Malvinas Argentinas
South America	Argentina	Buenos Aires	Merlo
South America	Argentina	Buenos Aires	Moreno
South America	Argentina	Buenos Aires	Morón
South America	Argentina	Buenos Aires	Máximo Paz
South America	Argentina	Buenos Aires	Necochea
South America	Argentina	Buenos Aires	Olavarría
South America	Argentina	Buenos Aires	Presidente Perón
South America	Argentina	Buenos Aires	Quilmes
South America	Argentina	Buenos Aires	San Fernando AR
South America	Argentina	Buenos Aires	San Isidro AR
South America	Argentina	Buenos Aires	San Martin
South America	Argentina	Buenos Aires	San Martin AR
South America	Argentina	Buenos Aires	San Martin BA
South America	Argentina	Buenos Aires	San Pedro AR
South America	Argentina	Buenos Aires	Tigre
South America	Argentina	Buenos Aires	Torres AR
South America	Argentina	Buenos Aires	Tres de Febrero
South America	Argentina	Buenos Aires	Vicente Lopez
South America	Argentina	Chaco	
South America	Argentina	Chaco	Avia Terai
South America	Argentina	Chaco	Barranqueras
South America	Argentina	Chaco	Charata
South America	Argentina	Chaco	Colonia Benitez
South America	Argentina	Chaco	Coronel Du Graty
South America	Argentina	Chaco	Fontana
South America	Argentina	Chaco	Gancedo
South America	Argentina	Chaco	Isla del Cerrito
South America	Argentina	Chaco	Juan Jose Castelli
South America	Argentina	Chaco	La Verde
South America	Argentina	Chaco	Lapachito
South America	Argentina	Chaco	Las Breñas
South America	Argentina	Chaco	Machagai
South America	Argentina	Chaco	Pampa del Indio
South America	Argentina	Chaco	Presidencia de la Plaza
South America	Argentina	Chaco	Puerto Vilelas
South America	Argentina	Chaco	Quitilipi
South America	Argentina	Chaco	Resistencia
South America	Argentina	Chaco	Santa Sylvina
South America	Argentina	Chaco	Sanz Peña
South America	Argentina	Chaco	Sauzalito
South America	Argentina	Chaco	Tres Isletas
South America	Argentina	Chaco	Villa Angela
South America	Argentina	Cordoba AR	
South America	Argentina	Cordoba AR	Alta Gracia
South America	Argentina	Cordoba AR	Arroyito
South America	Argentina	Cordoba AR	Belle Ville
South America	Argentina	Cordoba AR	Brinkmann
South America	Argentina	Cordoba AR	Colonia Caroya
South America	Argentina	Cordoba AR	Cordoba AR
South America	Argentina	Cordoba AR	Cordoba Villa El Libertador
South America	Argentina	Cordoba AR	Corral de Bustos
South America	Argentina	Cordoba AR	General Deheza
South America	Argentina	Cordoba AR	Jesus Maria
South America	Argentina	Cordoba AR	La Falda
South America	Argentina	Cordoba AR	Las Varillas
South America	Argentina	Cordoba AR	Marcos Juarez
South America	Argentina	Cordoba AR	Monte Buey
South America	Argentina	Cordoba AR	Monte Cristo
South America	Argentina	Cordoba AR	Monte Maiz
South America	Argentina	Cordoba AR	Oliva AR
South America	Argentina	Cordoba AR	Oncativo
South America	Argentina	Cordoba AR	Rio Ceballos
South America	Argentina	Cordoba AR	Rio Cuarto
South America	Argentina	Cordoba AR	Rio Segundo
South America	Argentina	Cordoba AR	Rio Tercero
South America	Argentina	Cordoba AR	Saldan
South America	Argentina	Cordoba AR	San Francisco AR
South America	Argentina	Cordoba AR	Santa Rosa de Calamuchita
South America	Argentina	Cordoba AR	Unquillo
South America	Argentina	Cordoba AR	Villa Dolores
South America	Argentina	Cordoba AR	Villa Maria
South America	Argentina	Corrientes	
South America	Argentina	Corrientes	Corrientes
South America	Argentina	Jujuy	
South America	Argentina	Jujuy	Calilegua
South America	Argentina	Jujuy	Libertador General San Martin
South America	Argentina	Jujuy	Perico
South America	Argentina	Jujuy	San Pedro de Jujuy
South America	Argentina	Jujuy	San Salvador de Jujuy
South America	Argentina	La Pampa	
South America	Argentina	La Pampa	Catrilo
South America	Argentina	La Pampa	Intendente Alvear
South America	Argentina	La Pampa	Larroude
South America	Argentina	La Pampa	Macachín
South America	Argentina	La Pampa	Santa Rosa AR
South America	Argentina	La Pampa	Winifreda
South America	Argentina	Mendoza	
South America	Argentina	Mendoza	Godoy Cruz
South America	Argentina	Mendoza	Guaymallen
South America	Argentina	Mendoza	Lujan de Cuyo
South America	Argentina	Mendoza	Maipu AR
South America	Argentina	Mendoza	Rivadavia
South America	Argentina	Mendoza	San Martin MZ
South America	Argentina	Neuquen	
South America	Argentina	Neuquen	Centenario
South America	Argentina	Neuquen	Cutral Co
South America	Argentina	Neuquen	Las Lajas
South America	Argentina	Neuquen	Las Ovejas
South America	Argentina	Neuquen	Loncopue
South America	Argentina	Neuquen	Neuquen
South America	Argentina	Neuquen	Plottier
South America	Argentina	Neuquen	San Martin de los Andes
South America	Argentina	Neuquen	Senillosa
South America	Argentina	Neuquen	Villa la Angostura
South America	Argentina	Neuquen	Zapala
South America	Argentina	Rio Negro	
South America	Argentina	Rio Negro	Allen
South America	Argentina	Rio Negro	Catriel
South America	Argentina	Rio Negro	Chinchinales
South America	Argentina	Rio Negro	Cipolletti
South America	Argentina	Rio Negro	General Conesa
South America	Argentina	Rio Negro	General Roca
South America	Argentina	Rio Negro	Jacobacci
South America	Argentina	Rio Negro	Patagones
South America	Argentina	Rio Negro	San Antonio Este
South America	Argentina	Rio Negro	San Carlos de Bariloche
South America	Argentina	Rio Negro	Viedma
South America	Argentina	Rio Negro	Villa Regina
South America	Argentina	Salta	
South America	Argentina	Salta	Aguaray
South America	Argentina	Salta	Colonia Santa Rosa
South America	Argentina	Salta	General Guemes
South America	Argentina	Salta	General Mosconi
South America	Argentina	Salta	Hipolito Yrigoyen
South America	Argentina	Salta	Salta
South America	Argentina	Salta	Salvador Mazza
South America	Argentina	Salta	San Ramon de la Nueva Oran
South America	Argentina	Salta	Tartagal
South America	Argentina	Santa Fe	
South America	Argentina	Santa Fe	Acebal
South America	Argentina	Santa Fe	Arroyo Seco
South America	Argentina	Santa Fe	Avellaneda AR
South America	Argentina	Santa Fe	Capitan Bermudez
South America	Argentina	Santa Fe	Carcaraña
South America	Argentina	Santa Fe	Casilda
South America	Argentina	Santa Fe	Cayastá
South America	Argentina	Santa Fe	Ceres
South America	Argentina	Santa Fe	Ceres AR
South America	Argentina	Santa Fe	Colonia Margarita
South America	Argentina	Santa Fe	Coronda
South America	Argentina	Santa Fe	Coronel Arnold
South America	Argentina	Santa Fe	Esperanza
South America	Argentina	Santa Fe	Fighiera
South America	Argentina	Santa Fe	Firmat
South America	Argentina	Santa Fe	Fortin Olmos
South America	Argentina	Santa Fe	Fray Luis Beltran
South America	Argentina	Santa Fe	Fuentes
South America	Argentina	Santa Fe	Funes
South America	Argentina	Santa Fe	Helvecia
South America	Argentina	Santa Fe	Hughes
South America	Argentina	Santa Fe	Laguna Paiva
South America	Argentina	Santa Fe	Las Rosas
South America	Argentina	Santa Fe	Los Molinos
South America	Argentina	Santa Fe	Maggiolo
South America	Argentina	Santa Fe	Monte Vera
South America	Argentina	Santa Fe	Pavon Arriba
South America	Argentina	Santa Fe	Perez
South America	Argentina	Santa Fe	Pueblo Esther
South America	Argentina	Santa Fe	Puerto Gral San Martin
South America	Argentina	Santa Fe	Rafaela
South America	Argentina	Santa Fe	Reconquista
South America	Argentina	Santa Fe	Ricardone
South America	Argentina	Santa Fe	Rosario
South America	Argentina	Santa Fe	Rueda
South America	Argentina	Santa Fe	San Carlos AR
South America	Argentina	Santa Fe	San Jose de la Esquina
South America	Argentina	Santa Fe	San Justo
South America	Argentina	Santa Fe	San Lorenzo
South America	Argentina	Santa Fe	Sancti Spiritu
South America	Argentina	Santa Fe	Sanford
South America	Argentina	Santa Fe	Santa Fe AR
South America	Argentina	Santa Fe	Santa Isabel AR
South America	Argentina	Santa Fe	Santo Tome
South America	Argentina	Santa Fe	Soldini
South America	Argentina	Santa Fe	Sunchales
South America	Argentina	Santa Fe	Teodelina
South America	Argentina	Santa Fe	Totoras
South America	Argentina	Santa Fe	Venado Tuerto
South America	Argentina	Santa Fe	Villa Amelia
South America	Argentina	Santa Fe	Villa Cañas
South America	Argentina	Santa Fe	Villa Constitucion
South America	Argentina	Santa Fe	Villa Gob. Galvez
South America	Argentina	Santa Fe	Villa Gobernador Galvez
South America	Argentina	Santa Fe	Villa Ocampo
South America	Argentina	Santa Fe	Villada
South America	Argentina	Santa Fe	Wheelwright
South America	Argentina	Santa Fe	Zavalla
South America	Argentina	Tierra del Fuego	
South America	Argentina	Tierra del Fuego	Rio Grande
South America	Argentina	Tierra del Fuego	Rio Grande AR
South America	Argentina	Tierra del Fuego	Tolhuin
South America	Argentina	Tierra del Fuego	Ushuaia
South America	Argentina	Tucuman	
South America	Argentina	Tucuman	Aguilares
South America	Argentina	Tucuman	Alderetes
South America	Argentina	Tucuman	Burruyacu
South America	Argentina	Tucuman	Concepcion AR
South America	Argentina	Tucuman	Famailla
South America	Argentina	Tucuman	Las Talitas
South America	Argentina	Tucuman	Lastenia
South America	Argentina	Tucuman	Monteros
South America	Argentina	Tucuman	San Miguel de Tucuman
South America	Argentina	Tucuman	San Pablo AR
South America	Argentina	Tucuman	Simoca
South America	Argentina	Tucuman	Tafi Viejo
South America	Argentina	Tucuman	Yerba Buena
South America	Aruba	Aruba	
South America	Bolivia	Beni	
South America	Bolivia	Bolivia	
South America	Bolivia	Chuquisaca	
South America	Bolivia	Chuquisaca	Sucre BO
South America	Bolivia	La Paz	
South America	Bolivia	Oruro	
South America	Bolivia	Pando	
South America	Bolivia	Potosi	
South America	Bolivia	Santa Cruz	
South America	Bolivia	Santa Cruz	El Torno
South America	Bolivia	Santa Cruz	Pailon
South America	Bolivia	Tarija	
South America	Bonaire	Bonaire	
South America	Brazil	Acre	
South America	Brazil	Alagoas	
South America	Brazil	Alagoas	Delmiro Gouveia
South America	Brazil	Alagoas	Maceio
South America	Brazil	Amapa	
South America	Brazil	Amazonas BR	
South America	Brazil	Amazonas BR	Anori
South America	Brazil	Amazonas BR	Autazes
South America	Brazil	Amazonas BR	Barreirinha
South America	Brazil	Amazonas BR	Caapiranga
South America	Brazil	Amazonas BR	Carauari
South America	Brazil	Amazonas BR	Careiro
South America	Brazil	Amazonas BR	Iranduba
South America	Brazil	Amazonas BR	Itacoatiara
South America	Brazil	Amazonas BR	Jutaí
South America	Brazil	Amazonas BR	Labrea
South America	Brazil	Amazonas BR	Manacapuru
South America	Brazil	Amazonas BR	Manaquiri
South America	Brazil	Amazonas BR	Manaus
South America	Brazil	Amazonas BR	Manicoré
South America	Brazil	Amazonas BR	Maués
South America	Brazil	Amazonas BR	Nova Holinda
South America	Brazil	Amazonas BR	Nova Olinda do Norte
South America	Brazil	Amazonas BR	Parintins
South America	Brazil	Amazonas BR	Presidente Figueiredo
South America	Brazil	Amazonas BR	Rio Preto Da Eva
South America	Brazil	Amazonas BR	Santa Isabel do Rio Negro
South America	Brazil	Amazonas BR	Santo Antônio do Içá
South America	Brazil	Amazonas BR	São Gabriel Da Cachoeira
South America	Brazil	Amazonas BR	Tabatinga
South America	Brazil	Amazonas BR	Tapaua
South America	Brazil	Amazonas BR	Urucará
South America	Brazil	Bahia	
South America	Brazil	Bahia	Buerarema
South America	Brazil	Bahia	Camacan
South America	Brazil	Bahia	Cordeiros
South America	Brazil	Bahia	Feira de Santana
South America	Brazil	Bahia	Floresta Azul
South America	Brazil	Bahia	Ilheus
South America	Brazil	Bahia	Itabuna
South America	Brazil	Bahia	Itacare
South America	Brazil	Bahia	Itajuipe
South America	Brazil	Bahia	Itapitanga
South America	Brazil	Bahia	Jussari
South America	Brazil	Bahia	Marau
South America	Brazil	Bahia	Pau Brasil
South America	Brazil	Bahia	Porto Seguro
South America	Brazil	Bahia	Salvador
South America	Brazil	Bahia	Sao Sebastiao do Passe
South America	Brazil	Bahia	Teixeira de Freitas
South America	Brazil	Brazil	
South America	Brazil	Brazilian Cruise	
South America	Brazil	Ceará	
South America	Brazil	Ceará	Arneiroz
South America	Brazil	Ceará	Fortaleza
South America	Brazil	Distrito Federal	
South America	Brazil	Distrito Federal	Brasilia
South America	Brazil	Distrito Federal	Planaltina
South America	Brazil	Distrito Federal	Santa Maria DF
South America	Brazil	Espirito Santo	
South America	Brazil	Espirito Santo	Aguia Branca
South America	Brazil	Espirito Santo	Aracruz
South America	Brazil	Espirito Santo	Baixo Guandu
South America	Brazil	Espirito Santo	Barra do Sao Francisco
South America	Brazil	Espirito Santo	Cachoeiro de Itapemirim
South America	Brazil	Espirito Santo	Cariacica
South America	Brazil	Espirito Santo	Fundao
South America	Brazil	Espirito Santo	Governador Lindenberg
South America	Brazil	Espirito Santo	Guarapari
South America	Brazil	Espirito Santo	Irupi
South America	Brazil	Espirito Santo	Linhares
South America	Brazil	Espirito Santo	Rochedo
South America	Brazil	Espirito Santo	Santa Maria de Jetiba
South America	Brazil	Espirito Santo	Santa Teresa
South America	Brazil	Espirito Santo	Sao Gabriel Da Palha
South America	Brazil	Espirito Santo	Serra
South America	Brazil	Espirito Santo	Vila Pavao
South America	Brazil	Espirito Santo	Vila Valerio
South America	Brazil	Espirito Santo	Vila Velha
South America	Brazil	Espirito Santo	Vitoria
South America	Brazil	Goiás	
South America	Brazil	Goiás	Aparecida de Goiania
South America	Brazil	Goiás	Britania
South America	Brazil	Goiás	Ceres BR
South America	Brazil	Goiás	Cidade Ocidental
South America	Brazil	Goiás	Goiania
South America	Brazil	Goiás	Jaragua
South America	Brazil	Goiás	Jatai
South America	Brazil	Goiás	Mangueira
South America	Brazil	Goiás	Sanclerlandia
South America	Brazil	Goiás	Santa Barbara de Goias
South America	Brazil	Goiás	Senador Canedo
South America	Brazil	Goiás	Turvania
South America	Brazil	Maranhão	
South America	Brazil	Maranhão	Sao Jose de Ribamar
South America	Brazil	Maranhão	Sao Luis
South America	Brazil	Mato Grosso	
South America	Brazil	Mato Grosso	Cuiaba
South America	Brazil	Mato Grosso	Primavera do Leste
South America	Brazil	Mato Grosso do Sul	
South America	Brazil	Mato Grosso do Sul	Agua Clara
South America	Brazil	Mato Grosso do Sul	Alcinópolis
South America	Brazil	Mato Grosso do Sul	Amambai
South America	Brazil	Mato Grosso do Sul	Anastacio
South America	Brazil	Mato Grosso do Sul	Aquidauana
South America	Brazil	Mato Grosso do Sul	Bonito
South America	Brazil	Mato Grosso do Sul	Camapua
South America	Brazil	Mato Grosso do Sul	Campo Grande
South America	Brazil	Mato Grosso do Sul	Chapadao do Sul
South America	Brazil	Mato Grosso do Sul	Coxim
South America	Brazil	Mato Grosso do Sul	Douradinho
South America	Brazil	Mato Grosso do Sul	Dourados
South America	Brazil	Mato Grosso do Sul	Fatima do Sul
South America	Brazil	Mato Grosso do Sul	Figueirao
